transaction_id,date,merchant_raw,description,amount,transaction_type,payment_method,category,subcategory
TXN_C_000021,2025-10-20 18:30:00,BOOKMYSHOW PVR INOX MOVIES STORE,Weekend cinema IMAX movie tickets snacks ref:27342,1702.03,debit,UPI,EXPENSE,Entertainment
TXN_C_000022,2025-07-30 14:55:00,CHAI POINT CYBER CITY BANGALORE,Ginger tea samosa and banana cake,175.66,debit,UPI,EXPENSE,Food
TXN_C_000023,2025-08-18 04:27:00,BHARATPE-AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware ref:35112,5159.31,debit,UPI,EXPENSE,Shopping
TXN_C_000024,2025-11-30 17:53:00,RAPIDO BIKE TAXI RIDE,Quick metro station last-mile commute ref:82132,53.11,debit,UPI,EXPENSE,Transport
TXN_C_000025,2025-07-25 01:10:00,INDIAN OIL CORP PETROL PUMP,Two-wheeler petrol tank fuel refill ref:73653,1118.31,debit,Debit Card,EXPENSE,Fuel
TXN_C_000026,2025-09-07 04:12:00,HDFC BANK ATM OUT OF NETWORK FEE STORE,Non-home bank ATM transaction surcharge ref:82845,40.19,debit,Bank Debit,EXPENSE,Fees & Charges
TXN_C_000027,2025-01-30 01:37:00,BLINKIT COMMERCE GURGAON,Weekly fresh fruits vegetables eggs,2456.53,debit,Credit Card,EXPENSE,Groceries
TXN_C_000028,2025-04-06 02:38:00,SOCIETY MAINTENANCE CHARGES,Monthly gated community maintenance water ref:76562,2520.72,debit,UPI,EXPENSE,Rent & Housing
TXN_C_000029,2025-10-24 19:02:00,DPS SCHOOL QUARTERLY TUITION,School term tuition fees and bus charges,43483.77,debit,Net Banking,EXPENSE,Education
TXN_C_000030,2025-12-09 22:20:00,FIVERR GIG PAYOUT RAZORPAY,Web development consulting payment,14691.39,credit,UPI,INCOME,Freelance
TXN_C_000031,2025-01-05 14:39:00,RAZORPAY*STEAM GAMES INDIA VALVE,Digital video game download purchase,3767.64,debit,Credit Card,EXPENSE,Entertainment
TXN_C_000032,2025-05-06 11:18:00,SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani ref:55745,1254.65,debit,UPI,EXPENSE,Food
TXN_C_000033,2025-12-01 16:00:00,PAYTM BUSINESS SETTLEMENT CR,Shop sales disbursement,148212.63,credit,Bank Transfer,INCOME,Business Income
TXN_C_000034,2025-03-21 08:18:00,SBI ATM CASH WITHDRAWAL BANGALORE,ATM machine currency cash withdrawal,7552.96,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_000035,2025-08-05 08:02:00,RAZORPAY*HDFC BANK ATM WITHDRAWAL,Self cash withdrawal from ATM outlet ref:16658,2753.67,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_000036,2025-08-07 17:00:00,URBAN COMPANY PLUMBER CARPENTER,Home tap repair carpentry maintenance ref:67912,1127.07,debit,UPI,EXPENSE,Other Expense
TXN_C_000037,2025-10-26 17:09:00,AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware ref:14722,20947.41,debit,Debit Card,EXPENSE,Shopping
TXN_C_000038,2025-07-03 06:43:00,BHARATPE-INCOME TAX REFUND CPC BANGALORE,Direct tax refund FY2024-25 credit,39079.86,credit,Direct Deposit,INCOME,Other Income
TXN_C_000039,2025-05-02 05:51:00,CRED-OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,2066.59,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000040,2025-05-08 08:10:00,BHARATPE-BHARAT PETROLEUM BPCL BUNKER,Automobile unleaded petrol fillup,4514.58,debit,Debit Card,EXPENSE,Fuel
TXN_C_000041,2025-04-27 07:01:00,SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani ref:70332,606.58,debit,Debit Card,EXPENSE,Food
TXN_C_000042,2025-11-25 16:25:00,RAZORPAY*TATA POWER DDL BILL PAY,Monthly residential power consumption,2679.36,debit,Net Banking,EXPENSE,Bills & Utilities
TXN_C_000043,2025-06-10 13:38:00,RAZORPAY*UPWORK FOREX INWARD REMITTANCE NOIDA,Freelance UI/UX design project fee ref:88193,32770.13,credit,Wire Transfer,INCOME,Freelance
TXN_C_000044,2025-10-03 21:46:00,HDFC FIXED DEPOSIT CREATE,Term deposit lock-in placement for 1 year,10152.22,transfer,Net Banking,TRANSFER,Savings
TXN_C_000045,2025-12-06 03:46:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,2917.25,debit,Credit Card,EXPENSE,Groceries
TXN_C_000046,2025-12-07 12:43:00,CRED-YOUTUBE PREMIUM INDIA NOIDA,Ad-free video streaming family plan,140.51,debit,UPI AutoPay,EXPENSE,Subscriptions
TXN_C_000047,2025-04-18 13:50:00,CROMA ELECTRONICS STORE,Home appliance laptop monitor accessories,14509.72,debit,UPI,EXPENSE,Shopping
TXN_C_000048,2025-08-31 23:10:00,SOCIETY MAINTENANCE CHARGES,Monthly gated community maintenance water,3389.06,debit,UPI,EXPENSE,Rent & Housing
TXN_C_000049,2025-05-01 21:19:00,CRED RENTPAY DIRECT WIRE,Monthly apartment lease payment to owner,55921.17,debit,Credit Card,EXPENSE,Rent & Housing
TXN_C_000050,2025-08-22 13:56:00,ZOMATO FOOD ORDER #49102 STORE,Weekend lunch food delivery burger pizza,1434.21,debit,Paytm Wallet,EXPENSE,Food
TXN_C_000051,2025-02-24 13:14:00,PAYTM WALLET TOPUP LOAD HYD,Money transfer from bank account to wallet ref:95990,3594.3,transfer,UPI,TRANSFER,Other Transfer
TXN_C_000052,2025-03-10 14:42:00,UPI TRANSACTION CHARGE/PENALTY DELHI,Bank ECS bounce penalty charges,291.26,debit,Bank Debit,EXPENSE,Fees & Charges
TXN_C_000053,2025-10-08 14:57:00,HDFC BANK ATM WITHDRAWAL,Self cash withdrawal from ATM outlet,16780.81,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_000054,2025-05-22 16:31:00,KITE ZERODHA EQUITY BUY,Stocks portfolio investment purchase,42313.42,transfer,UPI,TRANSFER,Investment
TXN_C_000055,2025-10-04 02:08:00,STEAM GAMES INDIA VALVE,Digital video game download purchase ref:54020,1549.95,debit,Credit Card,EXPENSE,Entertainment
TXN_C_000056,2025-08-27 13:03:00,POS SBI RECURRING DEPOSIT RD CR,Monthly recurring deposit savings installment ref:63424,7286.75,transfer,Auto Debit,TRANSFER,Savings
TXN_C_000057,2025-01-04 11:19:00,ICICI BANK SB INTEREST CREDIT,Savings account quarterly interest credit,1804.66,credit,Bank Credit,INCOME,Interest
TXN_C_000058,2025-09-07 07:17:00,CHAI POINT CYBER CITY,Ginger tea samosa and banana cake,322.41,debit,Paytm,EXPENSE,Food
TXN_C_000059,2025-08-28 04:39:00,BHARATPE-FIVERR GIG PAYOUT RAZORPAY,Web development consulting payment,33691.44,credit,UPI,INCOME,Freelance
TXN_C_000060,2025-08-25 05:03:00,NYKAA E-RETAIL BEAUTY,Skincare grooming perfumes and cosmetics ref:66179,1135.28,debit,Credit Card,EXPENSE,Shopping
TXN_C_000061,2025-02-11 15:01:00,BILLDESK-DELHI METRO DMRC CARD RECHARGE HYD,Subway smart card automated reload ref:65255,401.82,debit,UPI,EXPENSE,Transport
TXN_C_000062,2025-05-07 06:53:00,UPI-SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,3467.78,debit,UPI,EXPENSE,Groceries
TXN_C_000063,2025-05-12 11:10:00,POS IMPS/NEFT TO SISTER ACCOUNT,Inter-bank savings account funds transfer ref:38569,21461.5,transfer,Net Banking,TRANSFER,Bank Transfer
TXN_C_000064,2025-07-12 12:45:00,OLA CABS TRIP #94812,City taxi rideshare transport,593.67,debit,UPI,EXPENSE,Transport
TXN_C_000065,2025-11-04 03:50:00,AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware ref:49529,21332.03,debit,Credit Card,EXPENSE,Shopping
TXN_C_000066,2025-08-04 15:06:00,CRED RENTPAY DIRECT WIRE,Monthly apartment lease payment to owner ref:94874,32061.56,debit,UPI,EXPENSE,Rent & Housing
TXN_C_000067,2025-09-25 20:17:00,STARBUCKS COFFEE CONNAUGHT PL,Cappuccino and classic cold coffee,554.84,debit,Credit Card,EXPENSE,Food
TXN_C_000068,2025-02-14 08:56:00,URBAN COMPANY PLUMBER CARPENTER,Home tap repair carpentry maintenance ref:42177,1545.93,debit,Cash,EXPENSE,Other Expense
TXN_C_000069,2025-09-11 10:11:00,HDFC BANK FD INTEREST CR,Quarterly fixed deposit interest payout,5377.75,credit,Bank Credit,INCOME,Interest
TXN_C_000070,2025-04-08 02:15:00,RAZORPAY*PAYTM WALLET TOPUP LOAD NOIDA,Money transfer from bank account to wallet,2824.82,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_000071,2025-01-09 02:18:00,ICICI CREDIT CARD ANNUAL FEE STORE,Annual credit card membership charges,1972.46,debit,Statement Debit,EXPENSE,Fees & Charges
TXN_C_000072,2025-08-06 23:35:00,BIGBASKET SUPERMARKET ORDER PUNE,Monthly household monthly grocery order,5747.38,debit,Credit Card,EXPENSE,Groceries
TXN_C_000073,2025-10-02 22:11:00,WIPRO TECHNOLOGIES SALARY CR NOIDA,Monthly employee salary disbursement ref:35242,71021.23,credit,Direct Deposit,INCOME,Salary
TXN_C_000074,2025-06-01 07:23:00,PHONEPE P2P UPI TRANSFER NOIDA,Split dinner bill with friend UPI payment,4179.88,transfer,UPI,TRANSFER,Bank Transfer
TXN_C_000075,2025-03-06 20:55:00,POS HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub,1135.9,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000076,2025-04-05 01:16:00,HDFC ERGO HEALTH INSURANCE,Annual family floater health policy premium,18571.25,debit,Credit Card,EXPENSE,Insurance
TXN_C_000077,2025-03-19 04:51:00,HDFC BANK ATM OUT OF NETWORK FEE,Non-home bank ATM transaction surcharge ref:92502,40.91,debit,Bank Debit,EXPENSE,Fees & Charges
TXN_C_000078,2025-04-26 16:24:00,HDFC BANK FD INTEREST CR HYD,Quarterly fixed deposit interest payout,11965.74,credit,Bank Credit,INCOME,Interest
TXN_C_000079,2025-04-17 20:13:00,CRED-DELHI METRO DMRC CARD RECHARGE,Subway smart card automated reload,792.07,debit,Debit Card,EXPENSE,Transport
TXN_C_000080,2025-11-01 15:18:00,PAYTM*GOOGLE PAY REWARD CASHBACK BANGALORE,Scratch card UPI transaction cashback ref:63545,236.24,credit,UPI,INCOME,Other Income
TXN_C_000081,2025-05-16 20:37:00,RAZORPAY*CRED HDFC CARD BILL PAY,Monthly credit card outstanding bill payment,32026.47,transfer,UPI,TRANSFER,Credit Card Payment
TXN_C_000082,2025-02-06 01:10:00,PAYTM*MAKEMYTRIP INDIA FLIGHTS,Roundtrip domestic airline tickets flight,20445.94,debit,UPI,EXPENSE,Travel
TXN_C_000083,2025-06-05 22:25:00,CROMA ELECTRONICS STORE,Home appliance laptop monitor accessories ref:26299,21728.97,debit,Debit Card,EXPENSE,Shopping
TXN_C_000084,2025-11-06 08:01:00,PAYTM BUSINESS SETTLEMENT CR,Shop sales disbursement,112834.75,credit,UPI,INCOME,Business Income
TXN_C_000085,2025-12-11 08:36:00,FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones,33307.0,debit,UPI,EXPENSE,Shopping
TXN_C_000086,2025-10-27 13:40:00,FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones,6842.41,debit,Credit Card,EXPENSE,Shopping
TXN_C_000087,2025-03-24 10:26:00,HDFC ERGO HEALTH INSURANCE,Annual family floater health policy premium,10510.4,debit,Credit Card,EXPENSE,Insurance
TXN_C_000088,2025-02-15 10:16:00,HOTSTAR DISNEY PLUS ANNUAL,Cricket IPL and movie streaming sub,343.04,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000089,2025-12-03 17:29:00,ZERODHA BROKING FUND ADD,UPI funds add to Demat trading account,39542.59,transfer,Net Banking,TRANSFER,Investment
TXN_C_000090,2025-01-27 06:17:00,BHARATPE-INDIAN OIL CORP PETROL PUMP,Two-wheeler petrol tank fuel refill,1051.47,debit,UPI,EXPENSE,Fuel
TXN_C_000091,2025-05-03 22:10:00,STARBUCKS COFFEE CONNAUGHT PL,Cappuccino and classic cold coffee ref:92578,676.21,debit,Credit Card,EXPENSE,Food
TXN_C_000092,2025-03-20 15:59:00,CRED-ACKO GENERAL VEHICLE INSUR BANGALORE,Annual two-wheeler car insurance renewal,2057.5,debit,Credit Card,EXPENSE,Insurance
TXN_C_000093,2025-03-16 12:12:00,CRY CHILD RIGHTS CHARITY,Monthly child welfare education donation,1533.32,debit,Auto Debit,EXPENSE,Gifts & Donations
TXN_C_000094,2025-06-02 18:37:00,CRED-APOLLO PHARMACY MEDICAL NOIDA,Prescription diabetes and blood pressure drugs,1416.21,debit,Debit Card,EXPENSE,Healthcare
TXN_C_000095,2025-10-06 12:29:00,ICICI CREDIT CARD ANNUAL FEE,Annual credit card membership charges,1497.32,debit,Statement Debit,EXPENSE,Fees & Charges
TXN_C_000096,2025-08-31 22:58:00,TATA POWER DDL BILL PAY HYD,Monthly residential power consumption ref:63841,1431.33,debit,Net Banking,EXPENSE,Bills & Utilities
TXN_C_000097,2025-01-19 04:32:00,CRED RENTPAY DIRECT WIRE,Monthly apartment lease payment to owner,22605.27,debit,UPI,EXPENSE,Rent & Housing
TXN_C_000098,2025-03-15 13:55:00,UBER INDIA RIDES BANGALORE,Cab ride home from office commute,597.19,debit,Paytm,EXPENSE,Transport
TXN_C_000099,2025-12-12 17:24:00,RAZORPAY*UPWORK FOREX INWARD REMITTANCE HYD,Freelance UI/UX design project fee,56550.62,credit,Bank Transfer,INCOME,Freelance
TXN_C_000100,2025-02-05 07:40:00,GOOGLE PAY REWARD CASHBACK,Scratch card UPI transaction cashback,37.23,credit,UPI,INCOME,Other Income
TXN_C_000101,2025-02-21 14:10:00,UPWORK FOREX INWARD REMITTANCE,Freelance UI/UX design project fee ref:93066,48121.78,credit,Bank Transfer,INCOME,Freelance
TXN_C_000102,2025-07-30 18:43:00,NETFLIX INDIA MONTHLY PLAN PUNE,Monthly 4K Ultra HD video streaming,308.89,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000103,2025-08-25 20:16:00,CRED-FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones ref:86435,5522.39,debit,Credit Card,EXPENSE,Shopping
TXN_C_000104,2025-10-07 05:04:00,ACT FIBERNET BROADBAND BILL,Monthly high-speed fiber internet plan,1000.34,debit,Credit Card,EXPENSE,Bills & Utilities
TXN_C_000105,2025-06-04 06:24:00,HDFC FIXED DEPOSIT CREATE HYD,Term deposit lock-in placement for 1 year,51115.22,transfer,Net Banking,TRANSFER,Savings
TXN_C_000106,2025-12-04 12:17:00,BHARATPE-ZEPTO QUICK COMMERCE,10-min grocery delivery milk bread curd,637.13,debit,UPI,EXPENSE,Groceries
TXN_C_000107,2025-09-12 09:49:00,IHMCL FASTAG TOLL PLAZA,National highway automated toll deduction,779.83,debit,Auto Debit,EXPENSE,Transport
TXN_C_000108,2025-12-04 21:53:00,PAYTM*CRY CHILD RIGHTS CHARITY,Monthly child welfare education donation,2246.51,debit,Auto Debit,EXPENSE,Gifts & Donations
TXN_C_000109,2025-10-24 11:46:00,ZEPTO QUICK COMMERCE,10-min grocery delivery milk bread curd,877.36,debit,UPI,EXPENSE,Groceries
TXN_C_000110,2025-07-07 16:32:00,HDFC BANK FD INTEREST CR HYD,Quarterly fixed deposit interest payout ref:27322,11904.44,credit,Bank Credit,INCOME,Interest
TXN_C_000111,2025-08-28 02:09:00,BILLDESK-FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones ref:54396,28265.4,debit,UPI,EXPENSE,Shopping
TXN_C_000112,2025-07-07 02:50:00,DOMINOS PIZZA ONLINE ORDER,Farmhouse medium pizza garlic bread,1033.9,debit,Credit Card,EXPENSE,Food
TXN_C_000113,2025-10-27 12:52:00,UPI-SBI RECURRING DEPOSIT RD CR,Monthly recurring deposit savings installment,13774.48,transfer,Net Banking,TRANSFER,Savings
TXN_C_000114,2025-06-17 19:14:00,LOCAL DRY CLEANERS AND LAUNDRY,Steam press dry cleaning clothes,1140.33,debit,UPI,EXPENSE,Other Expense
TXN_C_000115,2025-03-13 01:02:00,OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1833.73,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000116,2025-12-23 17:26:00,PAYTM*ICICI CREDIT CARD AUTO DEBIT,Monthly statement balance autopay deduction ref:69459,24776.64,transfer,Auto Debit,TRANSFER,Credit Card Payment
TXN_C_000117,2025-05-24 01:44:00,URBAN COMPANY PLUMBER CARPENTER,Home tap repair carpentry maintenance,1708.52,debit,Cash,EXPENSE,Other Expense
TXN_C_000118,2025-12-18 11:34:00,ZOMATO FOOD ORDER #49102,Weekend lunch food delivery burger pizza,376.98,debit,Paytm Wallet,EXPENSE,Food
TXN_C_000119,2025-02-16 21:13:00,RAZORPAY*GROWW MUTUAL FUND SIP AUTO BANGALORE,Monthly index fund SIP investment deduction,20780.59,transfer,Auto Debit,TRANSFER,Investment
TXN_C_000120,2025-10-11 06:37:00,NOBROKER RENTPAY TO LANDLORD MUMBAI,Monthly 2BHK residential flat house rent,20823.84,debit,UPI,EXPENSE,Rent & Housing
TXN_C_000121,2025-03-16 04:34:00,POS LOCAL DRY CLEANERS AND LAUNDRY,Steam press dry cleaning clothes,441.14,debit,Cash,EXPENSE,Other Expense
TXN_C_000122,2025-06-15 00:11:00,ZERODHA BROKING FUND ADD PUNE,UPI funds add to Demat trading account,10660.37,transfer,Net Banking,TRANSFER,Investment
TXN_C_000123,2025-07-05 16:37:00,CRED-AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware,12167.5,debit,Credit Card,EXPENSE,Shopping
TXN_C_000124,2025-08-23 20:01:00,CRED CASHBACK REWARD TO BANK,Credit card bill payment cashback reward ref:96363,806.1,credit,UPI,INCOME,Other Income
TXN_C_000125,2025-02-11 10:38:00,BIGBASKET SUPERMARKET ORDER,Monthly household monthly grocery order ref:68138,2087.93,debit,UPI,EXPENSE,Groceries
TXN_C_000126,2025-02-20 22:07:00,BHARATPE-UBER INDIA RIDES BANGALORE NOIDA,Cab ride home from office commute,762.02,debit,Paytm,EXPENSE,Transport
TXN_C_000127,2025-04-27 13:21:00,IMPS/NEFT TO SISTER ACCOUNT,Inter-bank savings account funds transfer,19923.08,transfer,Net Banking,TRANSFER,Bank Transfer
TXN_C_000128,2025-03-20 21:59:00,ICICI CREDIT CARD AUTO DEBIT HYD,Monthly statement balance autopay deduction,18273.83,transfer,Net Banking,TRANSFER,Credit Card Payment
TXN_C_000129,2025-03-08 17:03:00,UPI-TATA CONSULTANCY SERVICES SALARY BANGALORE,Monthly salary credit NEFT/IMPS,89033.79,credit,Net Banking,INCOME,Salary
TXN_C_000130,2025-01-27 09:38:00,BHARATPE-INDRAPRASTHA GAS IGL BILL,Piped cooking natural gas monthly bill,992.11,debit,Net Banking,EXPENSE,Bills & Utilities
TXN_C_000131,2025-10-12 11:07:00,PAYTM*RAPIDO BIKE TAXI RIDE STORE,Quick metro station last-mile commute ref:24184,99.77,debit,Paytm,EXPENSE,Transport
TXN_C_000132,2025-11-11 21:41:00,CRED-DMART AVENUE SUPERMARTS,In-store discounted FMCG household groceries,7174.52,debit,Credit Card,EXPENSE,Groceries
TXN_C_000133,2025-05-20 22:48:00,SWIGGY*BANGALORE RESTAURANT,Food delivery dinner order biryani,215.32,debit,Credit Card,EXPENSE,Food
TXN_C_000134,2025-03-14 23:40:00,POS MYNTRA DESIGNS BANGALORE,Branded shirts jeans casual sneakers,3945.36,debit,UPI,EXPENSE,Shopping
TXN_C_000135,2025-06-09 23:20:00,SBI ATM CASH WITHDRAWAL HYD,ATM machine currency cash withdrawal,1995.39,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_000136,2025-11-07 14:26:00,AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware ref:96761,10887.79,debit,Amazon Pay,EXPENSE,Shopping
TXN_C_000137,2025-09-07 16:42:00,NOBROKER RENTPAY TO LANDLORD HYD,Monthly 2BHK residential flat house rent ref:98895,41174.91,debit,Credit Card,EXPENSE,Rent & Housing
TXN_C_000138,2025-05-11 09:20:00,NETFLIX INDIA MONTHLY PLAN NOIDA,Monthly 4K Ultra HD video streaming,544.31,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000139,2025-09-14 17:53:00,UBER INDIA RIDES BANGALORE,Cab ride home from office commute ref:79806,871.08,debit,Paytm,EXPENSE,Transport
TXN_C_000140,2025-06-10 18:27:00,PAYTM WALLET TOPUP LOAD,Money transfer from bank account to wallet,850.38,transfer,Debit Card,TRANSFER,Other Transfer
TXN_C_000141,2025-12-20 11:05:00,CRED-HDFC BANK ATM WITHDRAWAL PUNE,Self cash withdrawal from ATM outlet ref:91018,9741.84,transfer,Debit Card,TRANSFER,Cash Withdrawal
TXN_C_000142,2025-06-23 07:21:00,CRED-ZEPTO QUICK COMMERCE,10-min grocery delivery milk bread curd,661.95,debit,UPI,EXPENSE,Groceries
TXN_C_000143,2025-11-27 04:15:00,BESCOM ELECTRICITY BILL DELHI,Monthly home electricity utility power bill,2442.06,debit,UPI,EXPENSE,Bills & Utilities
TXN_C_000144,2025-04-01 20:31:00,POS FLIPKART INTERNET PVT LTD,Smartphone accessories audio headphones,23149.17,debit,Credit Card,EXPENSE,Shopping
TXN_C_000145,2025-11-22 19:20:00,CROMA ELECTRONICS STORE,Home appliance laptop monitor accessories,25924.74,debit,UPI,EXPENSE,Shopping
TXN_C_000146,2025-10-30 01:22:00,UPI-FIVERR GIG PAYOUT RAZORPAY,Web development consulting payment,36649.52,credit,UPI,INCOME,Freelance
TXN_C_000147,2025-02-16 19:38:00,STEAM GAMES INDIA VALVE PUNE,Digital video game download purchase,675.23,debit,UPI,EXPENSE,Entertainment
TXN_C_000148,2025-10-20 20:12:00,AIRTEL PREPAID/POSTPAID BILL,Mobile recharge and 5G family plan,335.92,debit,Auto Debit,EXPENSE,Bills & Utilities
TXN_C_000149,2025-06-25 22:05:00,PAYTM BUSINESS SETTLEMENT CR,Shop sales disbursement,123535.35,credit,UPI,INCOME,Business Income
TXN_C_000150,2025-07-06 11:58:00,BILLDESK-AMAZON SELLER SERVICES IN,Online electronics apparel kitchenware,15439.84,debit,Amazon Pay,EXPENSE,Shopping
TXN_C_000151,2025-02-03 10:06:00,HDFC FIXED DEPOSIT CREATE,Term deposit lock-in placement for 1 year,68257.48,transfer,Net Banking,TRANSFER,Savings
TXN_C_000152,2025-12-02 22:42:00,POS SWIGGY INSTAMART GROCERY MUMBAI,Pantry staples oil wheat dal spices,1602.97,debit,Credit Card,EXPENSE,Groceries
TXN_C_000153,2025-06-18 04:42:00,ZOMATO FOOD ORDER #49102,Weekend lunch food delivery burger pizza,815.15,debit,Paytm Wallet,EXPENSE,Food
TXN_C_000154,2025-07-05 00:23:00,INDRAPRASTHA GAS IGL BILL,Piped cooking natural gas monthly bill ref:97878,992.77,debit,Net Banking,EXPENSE,Bills & Utilities
TXN_C_000155,2025-06-01 03:32:00,PAYTM WALLET TOPUP LOAD STORE,Money transfer from bank account to wallet ref:28030,1197.25,transfer,UPI,TRANSFER,Other Transfer
TXN_C_000156,2025-04-03 22:49:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,947.86,debit,UPI,EXPENSE,Groceries
TXN_C_000157,2025-08-16 19:18:00,OPENAI CHATGPT PLUS SUB,Monthly AI assistant subscription in INR,1756.89,debit,Credit Card,EXPENSE,Subscriptions
TXN_C_000158,2025-12-14 18:28:00,PM CARES FUND DONATION STORE,National relief charitable contribution,2343.15,debit,Net Banking,EXPENSE,Gifts & Donations
TXN_C_000159,2025-04-13 19:08:00,SWIGGY INSTAMART GROCERY,Pantry staples oil wheat dal spices,980.64,debit,Credit Card,EXPENSE,Groceries
TXN_C_000160,2025-09-22 03:18:00,HDFC ERGO HEALTH INSURANCE,Annual family floater health policy premium,10462.15,debit,Net Banking,EXPENSE,Insurance
TXN_C_000161,2025-06-28 00:26:00,POS OLA CABS TRIP #94812,City taxi rideshare transport ref:39102,796.03,debit,UPI,EXPENSE,Transport
